Rt_GeneID_curateA,Rt_GeneID_curateB,assays
ENSRNOG00000004760,ENSRNOG00000005257,1
ENSRNOG00000004760,ENSRNOG00000005263,1
ENSRNOG00000004760,ENSRNOG00000005276,1
ENSRNOG00000004760,ENSRNOG00000005291,1
ENSRNOG00000004760,ENSRNOG00000005292,1
ENSRNOG00000004760,ENSRNOG00000005323,1
ENSRNOG00000004760,ENSRNOG00000005330,1
ENSRNOG00000004760,ENSRNOG00000005357,1
ENSRNOG00000004760,ENSRNOG00000005367,1
ENSRNOG00000004760,ENSRNOG00000005370,1
ENSRNOG00000004760,ENSRNOG00000005376,1
ENSRNOG00000004760,ENSRNOG00000005404,1
ENSRNOG00000004760,ENSRNOG00000005409,1
ENSRNOG00000004760,ENSRNOG00000005410,1
ENSRNOG00000004760,ENSRNOG00000005428,1
ENSRNOG00000004760,ENSRNOG00000005433,1
ENSRNOG00000004760,ENSRNOG00000005446,1
ENSRNOG00000004760,ENSRNOG00000005468,1
ENSRNOG00000004760,ENSRNOG00000005602,1
ENSRNOG00000004760,ENSRNOG00000005639,1
ENSRNOG00000004760,ENSRNOG00000005669,1
ENSRNOG00000004760,ENSRNOG00000005678,1
ENSRNOG00000004760,ENSRNOG00000005711,1
ENSRNOG00000004760,ENSRNOG00000005715,1
ENSRNOG00000004760,ENSRNOG00000005802,1
ENSRNOG00000004760,ENSRNOG00000005804,1
ENSRNOG00000004760,ENSRNOG00000005849,1
ENSRNOG00000004760,ENSRNOG00000005877,1
ENSRNOG00000004760,ENSRNOG00000005882,1
ENSRNOG00000004760,ENSRNOG00000005904,1
ENSRNOG00000004760,ENSRNOG00000005987,1
ENSRNOG00000004760,ENSRNOG00000005998,1
ENSRNOG00000004760,ENSRNOG00000006004,1
ENSRNOG00000004760,ENSRNOG00000006050,1
ENSRNOG00000004760,ENSRNOG00000006062,1
ENSRNOG00000004760,ENSRNOG00000006110,1
ENSRNOG00000004760,ENSRNOG00000006122,1
ENSRNOG00000004760,ENSRNOG00000006136,1
ENSRNOG00000004760,ENSRNOG00000006137,1
ENSRNOG00000004760,ENSRNOG00000006178,1
ENSRNOG00000004760,ENSRNOG00000006185,1
ENSRNOG00000004760,ENSRNOG00000006236,1
ENSRNOG00000004760,ENSRNOG00000006264,1
ENSRNOG00000004760,ENSRNOG00000006304,1
ENSRNOG00000004760,ENSRNOG00000006327,1
ENSRNOG00000004760,ENSRNOG00000006329,1
ENSRNOG00000004760,ENSRNOG00000006364,1
ENSRNOG00000004760,ENSRNOG00000006375,1
ENSRNOG00000004760,ENSRNOG00000006378,1
ENSRNOG00000004760,ENSRNOG00000006384,1
ENSRNOG00000004760,ENSRNOG00000006394,1
ENSRNOG00000004760,ENSRNOG00000006483,1
ENSRNOG00000004760,ENSRNOG00000006527,1
ENSRNOG00000004760,ENSRNOG00000006548,1
ENSRNOG00000004760,ENSRNOG00000006583,1
ENSRNOG00000004760,ENSRNOG00000006593,1
ENSRNOG00000004760,ENSRNOG00000006604,1
ENSRNOG00000004760,ENSRNOG00000006711,1
ENSRNOG00000004760,ENSRNOG00000006720,1
ENSRNOG00000004760,ENSRNOG00000006803,1
ENSRNOG00000004760,ENSRNOG00000006814,1
ENSRNOG00000004760,ENSRNOG00000006816,1
ENSRNOG00000004760,ENSRNOG00000006894,1
ENSRNOG00000004760,ENSRNOG00000006905,1
ENSRNOG00000004760,ENSRNOG00000006911,1
ENSRNOG00000004760,ENSRNOG00000006932,1
ENSRNOG00000004760,ENSRNOG00000006947,1
ENSRNOG00000004760,ENSRNOG00000006952,1
ENSRNOG00000004760,ENSRNOG00000006961,1
ENSRNOG00000004760,ENSRNOG00000006965,1
ENSRNOG00000004760,ENSRNOG00000006966,1
ENSRNOG00000004760,ENSRNOG00000006980,1
ENSRNOG00000004760,ENSRNOG00000006983,1
ENSRNOG00000004760,ENSRNOG00000007002,1
ENSRNOG00000004760,ENSRNOG00000007018,1
ENSRNOG00000004760,ENSRNOG00000007128,1
ENSRNOG00000004760,ENSRNOG00000007134,1
ENSRNOG00000004760,ENSRNOG00000007164,1
ENSRNOG00000004760,ENSRNOG00000007213,1
ENSRNOG00000004760,ENSRNOG00000007234,1
ENSRNOG00000004760,ENSRNOG00000007242,1
ENSRNOG00000004760,ENSRNOG00000007261,1
ENSRNOG00000004760,ENSRNOG00000007272,1
ENSRNOG00000004760,ENSRNOG00000007284,1
ENSRNOG00000004760,ENSRNOG00000007302,1
ENSRNOG00000004760,ENSRNOG00000007307,1
ENSRNOG00000004760,ENSRNOG00000007443,1
ENSRNOG00000004760,ENSRNOG00000007459,1
ENSRNOG00000004760,ENSRNOG00000007472,1
ENSRNOG00000004760,ENSRNOG00000007483,1
ENSRNOG00000004760,ENSRNOG00000007545,1
ENSRNOG00000004760,ENSRNOG00000007625,1
ENSRNOG00000004760,ENSRNOG00000007660,1
ENSRNOG00000004760,ENSRNOG00000007692,1
ENSRNOG00000004760,ENSRNOG00000007726,1
ENSRNOG00000004760,ENSRNOG00000007738,1
ENSRNOG00000004760,ENSRNOG00000007765,1
ENSRNOG00000004760,ENSRNOG00000007781,1
ENSRNOG00000004760,ENSRNOG00000007784,1
ENSRNOG00000004760,ENSRNOG00000007814,1
ENSRNOG00000004760,ENSRNOG00000007817,1
ENSRNOG00000004760,ENSRNOG00000007818,1
ENSRNOG00000004760,ENSRNOG00000007821,1
ENSRNOG00000004760,ENSRNOG00000007834,1
ENSRNOG00000004760,ENSRNOG00000007837,1
ENSRNOG00000004760,ENSRNOG00000007842,1
ENSRNOG00000004760,ENSRNOG00000007851,1
ENSRNOG00000004760,ENSRNOG00000007916,1
ENSRNOG00000004760,ENSRNOG00000007932,1
ENSRNOG00000004760,ENSRNOG00000007943,1
ENSRNOG00000004760,ENSRNOG00000007949,1
ENSRNOG00000004760,ENSRNOG00000007968,1
ENSRNOG00000004760,ENSRNOG00000007975,1
ENSRNOG00000004760,ENSRNOG00000007992,1
ENSRNOG00000004760,ENSRNOG00000007998,1
ENSRNOG00000004760,ENSRNOG00000008016,1
ENSRNOG00000004760,ENSRNOG00000008049,1
ENSRNOG00000004760,ENSRNOG00000008063,1
ENSRNOG00000004760,ENSRNOG00000008091,1
ENSRNOG00000004760,ENSRNOG00000008108,1
ENSRNOG00000004760,ENSRNOG00000008145,1
ENSRNOG00000004760,ENSRNOG00000008223,1
ENSRNOG00000004760,ENSRNOG00000008235,1
ENSRNOG00000004760,ENSRNOG00000008249,1
ENSRNOG00000004760,ENSRNOG00000008258,1
ENSRNOG00000004760,ENSRNOG00000008300,1
ENSRNOG00000004760,ENSRNOG00000008331,1
ENSRNOG00000004760,ENSRNOG00000008377,1
ENSRNOG00000004760,ENSRNOG00000008424,1
ENSRNOG00000004760,ENSRNOG00000008425,1
ENSRNOG00000004760,ENSRNOG00000008451,1
ENSRNOG00000004760,ENSRNOG00000008472,1
ENSRNOG00000004760,ENSRNOG00000008518,1
ENSRNOG00000004760,ENSRNOG00000008566,1
ENSRNOG00000004760,ENSRNOG00000008613,1
ENSRNOG00000004760,ENSRNOG00000008616,1
ENSRNOG00000004760,ENSRNOG00000008618,1
ENSRNOG00000004760,ENSRNOG00000008625,1
ENSRNOG00000004760,ENSRNOG00000008626,1
ENSRNOG00000004760,ENSRNOG00000008639,1
ENSRNOG00000004760,ENSRNOG00000008658,1
ENSRNOG00000004760,ENSRNOG00000008659,1
ENSRNOG00000004760,ENSRNOG00000008668,1
ENSRNOG00000004760,ENSRNOG00000008683,1
ENSRNOG00000004760,ENSRNOG00000008689,1
ENSRNOG00000004760,ENSRNOG00000008703,1
ENSRNOG00000004760,ENSRNOG00000008707,1
ENSRNOG00000004760,ENSRNOG00000008709,1
ENSRNOG00000004760,ENSRNOG00000008712,1
ENSRNOG00000004760,ENSRNOG00000008781,1
ENSRNOG00000004760,ENSRNOG00000008812,1
ENSRNOG00000004760,ENSRNOG00000008837,1
ENSRNOG00000004760,ENSRNOG00000008841,1
ENSRNOG00000004760,ENSRNOG00000008850,1
ENSRNOG00000004760,ENSRNOG00000008885,1
ENSRNOG00000004760,ENSRNOG00000008897,1
ENSRNOG00000004760,ENSRNOG00000008908,1
ENSRNOG00000004760,ENSRNOG00000008919,1
ENSRNOG00000004760,ENSRNOG00000008929,1
ENSRNOG00000004760,ENSRNOG00000008932,1
ENSRNOG00000004760,ENSRNOG00000008942,1
ENSRNOG00000004760,ENSRNOG00000008970,1
ENSRNOG00000004760,ENSRNOG00000008978,1
ENSRNOG00000004760,ENSRNOG00000008981,1
ENSRNOG00000004760,ENSRNOG00000009049,1
ENSRNOG00000004760,ENSRNOG00000009088,1
ENSRNOG00000004760,ENSRNOG00000009157,1
ENSRNOG00000004760,ENSRNOG00000009209,1
ENSRNOG00000004760,ENSRNOG00000009244,1
ENSRNOG00000004760,ENSRNOG00000009264,1
ENSRNOG00000004760,ENSRNOG00000009275,1
ENSRNOG00000004760,ENSRNOG00000009280,1
ENSRNOG00000004760,ENSRNOG00000009289,1
ENSRNOG00000004760,ENSRNOG00000009313,1
ENSRNOG00000004760,ENSRNOG00000009318,1
ENSRNOG00000004760,ENSRNOG00000009322,1
ENSRNOG00000004760,ENSRNOG00000009329,1
ENSRNOG00000004760,ENSRNOG00000009350,1
ENSRNOG00000004760,ENSRNOG00000009378,1
ENSRNOG00000004760,ENSRNOG00000009414,1
ENSRNOG00000004760,ENSRNOG00000009437,1
ENSRNOG00000004760,ENSRNOG00000009439,1
ENSRNOG00000004760,ENSRNOG00000009484,1
ENSRNOG00000004760,ENSRNOG00000009522,1
ENSRNOG00000004760,ENSRNOG00000009575,1
ENSRNOG00000004760,ENSRNOG00000009585,1
ENSRNOG00000004760,ENSRNOG00000009589,1
ENSRNOG00000004760,ENSRNOG00000009642,1
ENSRNOG00000004760,ENSRNOG00000009643,1
ENSRNOG00000004760,ENSRNOG00000009653,1
ENSRNOG00000004760,ENSRNOG00000009656,1
ENSRNOG00000004760,ENSRNOG00000009658,1
ENSRNOG00000004760,ENSRNOG00000009664,1
ENSRNOG00000004760,ENSRNOG00000009687,1
ENSRNOG00000004760,ENSRNOG00000009713,1
ENSRNOG00000004760,ENSRNOG00000009715,1
ENSRNOG00000004760,ENSRNOG00000009736,1
ENSRNOG00000004760,ENSRNOG00000009754,1
ENSRNOG00000004760,ENSRNOG00000009761,1
ENSRNOG00000004760,ENSRNOG00000009789,1
ENSRNOG00000004760,ENSRNOG00000009872,1
ENSRNOG00000004760,ENSRNOG00000009886,1
ENSRNOG00000004760,ENSRNOG00000009889,1
ENSRNOG00000004760,ENSRNOG00000009891,1
ENSRNOG00000004760,ENSRNOG00000009899,1
ENSRNOG00000004760,ENSRNOG00000009956,1
ENSRNOG00000004760,ENSRNOG00000009977,1
ENSRNOG00000004760,ENSRNOG00000009983,1
ENSRNOG00000004760,ENSRNOG00000009994,1
ENSRNOG00000004760,ENSRNOG00000010050,1
ENSRNOG00000004760,ENSRNOG00000010076,1
ENSRNOG00000004760,ENSRNOG00000010087,1
ENSRNOG00000004760,ENSRNOG00000010101,1
ENSRNOG00000004760,ENSRNOG00000010104,1
ENSRNOG00000004760,ENSRNOG00000010106,1
ENSRNOG00000004760,ENSRNOG00000010111,1
ENSRNOG00000004760,ENSRNOG00000010117,1
ENSRNOG00000004760,ENSRNOG00000010121,1
ENSRNOG00000004760,ENSRNOG00000010126,1
ENSRNOG00000004760,ENSRNOG00000010160,1
ENSRNOG00000004760,ENSRNOG00000010161,1
ENSRNOG00000004760,ENSRNOG00000010217,1
ENSRNOG00000004760,ENSRNOG00000010234,1
ENSRNOG00000004760,ENSRNOG00000010240,1
ENSRNOG00000004760,ENSRNOG00000010274,1
ENSRNOG00000004760,ENSRNOG00000010311,1
ENSRNOG00000004760,ENSRNOG00000010325,1
ENSRNOG00000004760,ENSRNOG00000010344,1
ENSRNOG00000004760,ENSRNOG00000010409,1
ENSRNOG00000004760,ENSRNOG00000010415,1
ENSRNOG00000004760,ENSRNOG00000010427,1
ENSRNOG00000004760,ENSRNOG00000010448,1
ENSRNOG00000004760,ENSRNOG00000010479,1
ENSRNOG00000004760,ENSRNOG00000010488,1
ENSRNOG00000004760,ENSRNOG00000010512,1
ENSRNOG00000004760,ENSRNOG00000010515,1
ENSRNOG00000004760,ENSRNOG00000010518,1
ENSRNOG00000004760,ENSRNOG00000010520,1
ENSRNOG00000004760,ENSRNOG00000010534,1
ENSRNOG00000004760,ENSRNOG00000010537,1
ENSRNOG00000004760,ENSRNOG00000010591,1
ENSRNOG00000004760,ENSRNOG00000010593,1
ENSRNOG00000004760,ENSRNOG00000010609,1
ENSRNOG00000004760,ENSRNOG00000010616,1
ENSRNOG00000004760,ENSRNOG00000010633,1
ENSRNOG00000004760,ENSRNOG00000010643,1
ENSRNOG00000004760,ENSRNOG00000010649,1
ENSRNOG00000004760,ENSRNOG00000010653,1
ENSRNOG00000004760,ENSRNOG00000010702,1
ENSRNOG00000004760,ENSRNOG00000010711,1
ENSRNOG00000004760,ENSRNOG00000010756,1
ENSRNOG00000004760,ENSRNOG00000010776,1
ENSRNOG00000004760,ENSRNOG00000010798,1
ENSRNOG00000004760,ENSRNOG00000010815,1
ENSRNOG00000004760,ENSRNOG00000010825,1
ENSRNOG00000004760,ENSRNOG00000010885,1
ENSRNOG00000004760,ENSRNOG00000010895,1
ENSRNOG00000004760,ENSRNOG00000010929,1
ENSRNOG00000004760,ENSRNOG00000010938,1
ENSRNOG00000004760,ENSRNOG00000010947,1
ENSRNOG00000004760,ENSRNOG00000010971,1
ENSRNOG00000004760,ENSRNOG00000010981,1
ENSRNOG00000004760,ENSRNOG00000010994,1
ENSRNOG00000004760,ENSRNOG00000010999,1
ENSRNOG00000004760,ENSRNOG00000011000,1
ENSRNOG00000004760,ENSRNOG00000011009,1
ENSRNOG00000004760,ENSRNOG00000011014,1
ENSRNOG00000004760,ENSRNOG00000011015,1
ENSRNOG00000004760,ENSRNOG00000011044,1
ENSRNOG00000004760,ENSRNOG00000011052,1
ENSRNOG00000004760,ENSRNOG00000011073,1
ENSRNOG00000004760,ENSRNOG00000011077,1
ENSRNOG00000004760,ENSRNOG00000011158,1
ENSRNOG00000004760,ENSRNOG00000011167,1
ENSRNOG00000004760,ENSRNOG00000011203,1
ENSRNOG00000004760,ENSRNOG00000011213,1
ENSRNOG00000004760,ENSRNOG00000011227,1
ENSRNOG00000004760,ENSRNOG00000011282,1
ENSRNOG00000004760,ENSRNOG00000011307,1
ENSRNOG00000004760,ENSRNOG00000011316,1
ENSRNOG00000004760,ENSRNOG00000011382,1
ENSRNOG00000004760,ENSRNOG00000011445,1
ENSRNOG00000004760,ENSRNOG00000011461,1
ENSRNOG00000004760,ENSRNOG00000011503,1
ENSRNOG00000004760,ENSRNOG00000011513,1
ENSRNOG00000004760,ENSRNOG00000011544,1
ENSRNOG00000004760,ENSRNOG00000011555,1
ENSRNOG00000004760,ENSRNOG00000011561,1
ENSRNOG00000004760,ENSRNOG00000011573,1
ENSRNOG00000004760,ENSRNOG00000011592,1
ENSRNOG00000004760,ENSRNOG00000011619,1
ENSRNOG00000004760,ENSRNOG00000011624,1
ENSRNOG00000004760,ENSRNOG00000011625,1
ENSRNOG00000004760,ENSRNOG00000011627,1
ENSRNOG00000004760,ENSRNOG00000011652,1
ENSRNOG00000004760,ENSRNOG00000011653,1
ENSRNOG00000004760,ENSRNOG00000011667,1
ENSRNOG00000004760,ENSRNOG00000011669,1
ENSRNOG00000004760,ENSRNOG00000011678,1
ENSRNOG00000004760,ENSRNOG00000011684,1
ENSRNOG00000004760,ENSRNOG00000011696,1
ENSRNOG00000004760,ENSRNOG00000011709,1
ENSRNOG00000004760,ENSRNOG00000011740,1
ENSRNOG00000004760,ENSRNOG00000011756,1
ENSRNOG00000004760,ENSRNOG00000011771,1
ENSRNOG00000004760,ENSRNOG00000011777,1
ENSRNOG00000004760,ENSRNOG00000011784,1
ENSRNOG00000004760,ENSRNOG00000011800,1
ENSRNOG00000004760,ENSRNOG00000011804,1
ENSRNOG00000004760,ENSRNOG00000011849,1
ENSRNOG00000004760,ENSRNOG00000011873,1
ENSRNOG00000004760,ENSRNOG00000011879,1
ENSRNOG00000004760,ENSRNOG00000011887,1
ENSRNOG00000004760,ENSRNOG00000011908,1
ENSRNOG00000004760,ENSRNOG00000011927,1
ENSRNOG00000004760,ENSRNOG00000011953,1
ENSRNOG00000004760,ENSRNOG00000012002,1
ENSRNOG00000004760,ENSRNOG00000012017,1
ENSRNOG00000004760,ENSRNOG00000012046,1
ENSRNOG00000004760,ENSRNOG00000012049,1
ENSRNOG00000004760,ENSRNOG00000012052,1
ENSRNOG00000004760,ENSRNOG00000012054,1
ENSRNOG00000004760,ENSRNOG00000012081,1
ENSRNOG00000004760,ENSRNOG00000012084,1
ENSRNOG00000004760,ENSRNOG00000012109,1
ENSRNOG00000004760,ENSRNOG00000012123,1
ENSRNOG00000004760,ENSRNOG00000012124,1
ENSRNOG00000004760,ENSRNOG00000012160,1
ENSRNOG00000004760,ENSRNOG00000012162,1
ENSRNOG00000004760,ENSRNOG00000012168,1
ENSRNOG00000004760,ENSRNOG00000012186,1
ENSRNOG00000004760,ENSRNOG00000012207,1
ENSRNOG00000004760,ENSRNOG00000012227,1
ENSRNOG00000004760,ENSRNOG00000012240,1
ENSRNOG00000004760,ENSRNOG00000012271,1
ENSRNOG00000004760,ENSRNOG00000012278,1
ENSRNOG00000004760,ENSRNOG00000012318,1
ENSRNOG00000004760,ENSRNOG00000012333,1
ENSRNOG00000004760,ENSRNOG00000012357,1
ENSRNOG00000004760,ENSRNOG00000012366,1
ENSRNOG00000004760,ENSRNOG00000012383,1
ENSRNOG00000004760,ENSRNOG00000012404,1
ENSRNOG00000004760,ENSRNOG00000012420,1
ENSRNOG00000004760,ENSRNOG00000012428,1
ENSRNOG00000004760,ENSRNOG00000012469,1
ENSRNOG00000004760,ENSRNOG00000012473,1
ENSRNOG00000004760,ENSRNOG00000012502,1
ENSRNOG00000004760,ENSRNOG00000012528,1
ENSRNOG00000004760,ENSRNOG00000012536,1
ENSRNOG00000004760,ENSRNOG00000012543,1
ENSRNOG00000004760,ENSRNOG00000012546,1
ENSRNOG00000004760,ENSRNOG00000012549,1
ENSRNOG00000004760,ENSRNOG00000012564,1
ENSRNOG00000004760,ENSRNOG00000012582,1
ENSRNOG00000004760,ENSRNOG00000012611,1
ENSRNOG00000004760,ENSRNOG00000012638,1
ENSRNOG00000004760,ENSRNOG00000012693,1
ENSRNOG00000004760,ENSRNOG00000012747,1
ENSRNOG00000004760,ENSRNOG00000012751,1
ENSRNOG00000004760,ENSRNOG00000012785,1
ENSRNOG00000004760,ENSRNOG00000012806,1
ENSRNOG00000004760,ENSRNOG00000012818,1
ENSRNOG00000004760,ENSRNOG00000012828,1
ENSRNOG00000004760,ENSRNOG00000012835,1
ENSRNOG00000004760,ENSRNOG00000012841,1
ENSRNOG00000004760,ENSRNOG00000012858,1
ENSRNOG00000004760,ENSRNOG00000012911,1
ENSRNOG00000004760,ENSRNOG00000012927,1
ENSRNOG00000004760,ENSRNOG00000013005,1
ENSRNOG00000004760,ENSRNOG00000013023,1
ENSRNOG00000004760,ENSRNOG00000013024,1
ENSRNOG00000004760,ENSRNOG00000013039,1
ENSRNOG00000004760,ENSRNOG00000013128,1
ENSRNOG00000004760,ENSRNOG00000013176,1
ENSRNOG00000004760,ENSRNOG00000013180,1
ENSRNOG00000004760,ENSRNOG00000013186,1
ENSRNOG00000004760,ENSRNOG00000013195,1
ENSRNOG00000004760,ENSRNOG00000013216,1
ENSRNOG00000004760,ENSRNOG00000013240,1
ENSRNOG00000004760,ENSRNOG00000013252,1
ENSRNOG00000004760,ENSRNOG00000013265,1
ENSRNOG00000004760,ENSRNOG00000013281,1
ENSRNOG00000004760,ENSRNOG00000013305,1
ENSRNOG00000004760,ENSRNOG00000013323,1
ENSRNOG00000004760,ENSRNOG00000013326,1
ENSRNOG00000004760,ENSRNOG00000013330,1
ENSRNOG00000004760,ENSRNOG00000013351,1
ENSRNOG00000004760,ENSRNOG00000013358,1
ENSRNOG00000004760,ENSRNOG00000013369,1
ENSRNOG00000004760,ENSRNOG00000013370,1
ENSRNOG00000004760,ENSRNOG00000013397,1
ENSRNOG00000004760,ENSRNOG00000013409,1
ENSRNOG00000004760,ENSRNOG00000013411,1
ENSRNOG00000004760,ENSRNOG00000013423,1
ENSRNOG00000004760,ENSRNOG00000013451,1
ENSRNOG00000004760,ENSRNOG00000013484,1
ENSRNOG00000004760,ENSRNOG00000013491,1
ENSRNOG00000004760,ENSRNOG00000013492,1
ENSRNOG00000004760,ENSRNOG00000013516,1
ENSRNOG00000004760,ENSRNOG00000013536,1
ENSRNOG00000004760,ENSRNOG00000013552,1
ENSRNOG00000004760,ENSRNOG00000013555,1
ENSRNOG00000004760,ENSRNOG00000013557,1
ENSRNOG00000004760,ENSRNOG00000013581,1
ENSRNOG00000004760,ENSRNOG00000013602,1
ENSRNOG00000004760,ENSRNOG00000013628,1
ENSRNOG00000004760,ENSRNOG00000013659,1
ENSRNOG00000004760,ENSRNOG00000013679,1
ENSRNOG00000004760,ENSRNOG00000013683,1
ENSRNOG00000004760,ENSRNOG00000013684,1
ENSRNOG00000004760,ENSRNOG00000013692,1
ENSRNOG00000004760,ENSRNOG00000013742,1
ENSRNOG00000004760,ENSRNOG00000013743,1
ENSRNOG00000004760,ENSRNOG00000013751,1
ENSRNOG00000004760,ENSRNOG00000013764,1
ENSRNOG00000004760,ENSRNOG00000013780,1
ENSRNOG00000004760,ENSRNOG00000013816,1
ENSRNOG00000004760,ENSRNOG00000013825,1
ENSRNOG00000004760,ENSRNOG00000013837,1
ENSRNOG00000004760,ENSRNOG00000013850,1
ENSRNOG00000004760,ENSRNOG00000013862,1
ENSRNOG00000004760,ENSRNOG00000013867,1
ENSRNOG00000004760,ENSRNOG00000013898,1
ENSRNOG00000004760,ENSRNOG00000013907,1
ENSRNOG00000004760,ENSRNOG00000013953,1
ENSRNOG00000004760,ENSRNOG00000013956,1
ENSRNOG00000004760,ENSRNOG00000013961,1
ENSRNOG00000004760,ENSRNOG00000013969,1
ENSRNOG00000004760,ENSRNOG00000013977,1
ENSRNOG00000004760,ENSRNOG00000013981,1
ENSRNOG00000004760,ENSRNOG00000014004,1
ENSRNOG00000004760,ENSRNOG00000014025,1
ENSRNOG00000004760,ENSRNOG00000014034,1
ENSRNOG00000004760,ENSRNOG00000014048,1
ENSRNOG00000004760,ENSRNOG00000014050,1
ENSRNOG00000004760,ENSRNOG00000014076,1
ENSRNOG00000004760,ENSRNOG00000014084,1
ENSRNOG00000004760,ENSRNOG00000014090,1
ENSRNOG00000004760,ENSRNOG00000014096,1
ENSRNOG00000004760,ENSRNOG00000014119,1
ENSRNOG00000004760,ENSRNOG00000014127,1
ENSRNOG00000004760,ENSRNOG00000014160,1
ENSRNOG00000004760,ENSRNOG00000014163,1
ENSRNOG00000004760,ENSRNOG00000014165,1
ENSRNOG00000004760,ENSRNOG00000014178,1
ENSRNOG00000004760,ENSRNOG00000014182,1
ENSRNOG00000004760,ENSRNOG00000014187,1
ENSRNOG00000004760,ENSRNOG00000014237,1
ENSRNOG00000004760,ENSRNOG00000014253,1
ENSRNOG00000004760,ENSRNOG00000014274,1
ENSRNOG00000004760,ENSRNOG00000014287,1
ENSRNOG00000004760,ENSRNOG00000014288,1
ENSRNOG00000004760,ENSRNOG00000014290,1
ENSRNOG00000004760,ENSRNOG00000014291,1
ENSRNOG00000004760,ENSRNOG00000014316,1
ENSRNOG00000004760,ENSRNOG00000014336,1
ENSRNOG00000004760,ENSRNOG00000014343,1
ENSRNOG00000004760,ENSRNOG00000014350,1
ENSRNOG00000004760,ENSRNOG00000014399,1
ENSRNOG00000004760,ENSRNOG00000014436,1
ENSRNOG00000004760,ENSRNOG00000014448,1
ENSRNOG00000004760,ENSRNOG00000014462,1
ENSRNOG00000004760,ENSRNOG00000014485,1
ENSRNOG00000004760,ENSRNOG00000014516,1
ENSRNOG00000004760,ENSRNOG00000014525,1
ENSRNOG00000004760,ENSRNOG00000014530,1
ENSRNOG00000004760,ENSRNOG00000014610,1
ENSRNOG00000004760,ENSRNOG00000014635,1
ENSRNOG00000004760,ENSRNOG00000014664,1
ENSRNOG00000004760,ENSRNOG00000014703,1
ENSRNOG00000004760,ENSRNOG00000014758,1
ENSRNOG00000004760,ENSRNOG00000014836,1
ENSRNOG00000004760,ENSRNOG00000014844,1
ENSRNOG00000004760,ENSRNOG00000014846,1
ENSRNOG00000004760,ENSRNOG00000014863,1
ENSRNOG00000004760,ENSRNOG00000014866,1
ENSRNOG00000004760,ENSRNOG00000014869,1
ENSRNOG00000004760,ENSRNOG00000014874,1
ENSRNOG00000004760,ENSRNOG00000014875,1
ENSRNOG00000004760,ENSRNOG00000014879,1
ENSRNOG00000004760,ENSRNOG00000014901,1
ENSRNOG00000004760,ENSRNOG00000014903,1
ENSRNOG00000004760,ENSRNOG00000014916,1
ENSRNOG00000004760,ENSRNOG00000014917,1
ENSRNOG00000004760,ENSRNOG00000014960,1
ENSRNOG00000004760,ENSRNOG00000014969,1
ENSRNOG00000004760,ENSRNOG00000014986,1
ENSRNOG00000004760,ENSRNOG00000014999,1
ENSRNOG00000004760,ENSRNOG00000015018,1
ENSRNOG00000004760,ENSRNOG00000015019,1
ENSRNOG00000004760,ENSRNOG00000015029,1
ENSRNOG00000004760,ENSRNOG00000015059,1
ENSRNOG00000004760,ENSRNOG00000015085,1
ENSRNOG00000004760,ENSRNOG00000015105,1
ENSRNOG00000004760,ENSRNOG00000015109,1
ENSRNOG00000004760,ENSRNOG00000015121,1
ENSRNOG00000004760,ENSRNOG00000015133,1
ENSRNOG00000004760,ENSRNOG00000015173,1
ENSRNOG00000004760,ENSRNOG00000015202,1
ENSRNOG00000004760,ENSRNOG00000015210,1
ENSRNOG00000004760,ENSRNOG00000015217,1
ENSRNOG00000004760,ENSRNOG00000015221,1
ENSRNOG00000004760,ENSRNOG00000015242,1
ENSRNOG00000004760,ENSRNOG00000015285,1
ENSRNOG00000004760,ENSRNOG00000015320,1
ENSRNOG00000004760,ENSRNOG00000015346,1
ENSRNOG00000004760,ENSRNOG00000015389,1
ENSRNOG00000004760,ENSRNOG00000015402,1
ENSRNOG00000004760,ENSRNOG00000015411,1
ENSRNOG00000004760,ENSRNOG00000015416,1
ENSRNOG00000004760,ENSRNOG00000015434,1
ENSRNOG00000004760,ENSRNOG00000015439,1
ENSRNOG00000004760,ENSRNOG00000015501,1
ENSRNOG00000004760,ENSRNOG00000015503,1
ENSRNOG00000004760,ENSRNOG00000015522,1
ENSRNOG00000004760,ENSRNOG00000015631,1
ENSRNOG00000004760,ENSRNOG00000015654,1
ENSRNOG00000004760,ENSRNOG00000015655,1
ENSRNOG00000004760,ENSRNOG00000015667,1
ENSRNOG00000004760,ENSRNOG00000015692,1
ENSRNOG00000004760,ENSRNOG00000015701,1
ENSRNOG00000004760,ENSRNOG00000015720,1
ENSRNOG00000004760,ENSRNOG00000015724,1
ENSRNOG00000004760,ENSRNOG00000015734,1
ENSRNOG00000004760,ENSRNOG00000015822,1
ENSRNOG00000004760,ENSRNOG00000015830,1
ENSRNOG00000004760,ENSRNOG00000015840,1
ENSRNOG00000004760,ENSRNOG00000015880,1
ENSRNOG00000004760,ENSRNOG00000015911,1
ENSRNOG00000004760,ENSRNOG00000015912,1
ENSRNOG00000004760,ENSRNOG00000015914,1
ENSRNOG00000004760,ENSRNOG00000015970,1
ENSRNOG00000004760,ENSRNOG00000016011,1
ENSRNOG00000004760,ENSRNOG00000016012,1
ENSRNOG00000004760,ENSRNOG00000016047,1
ENSRNOG00000004760,ENSRNOG00000016064,1
ENSRNOG00000004760,ENSRNOG00000016070,1
